Category,Tweet
neutral,[PRESS PICS] 171117 Ji Hansol at KBS Music Bank #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/pP4ERMW7jm
neutral,MIX9 released short pr videos of the contestants who passed the 1st audition. Looks like they recorded them during Just Dance's practice. note: the number on their nametag isn't the ranking at the showcase it's a temporary midtraining ranking #MIXNINE
negative,PR video - Xiheon (MyTeen) Wow at somepoint he ranked #28 but at the showcase he was #2! He must've worked really hard!!! :0 #MIXNINE https://t.co/8VjDUC6nS4
neutral,[PRESS PICS] 171117 Ji Hansol at KBS Music Bank #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/pP4ERMW7jm
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,[OFFICIAL] Red team My Turn practice video cr: TheUNIT_KBS2017 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/hUeVsX0S9h
neutral,171117 The Unit male red team at Music Bank Source: https://t.co/9MwDyd4GJG #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/phrKdjSCk5
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,[MIXNINE] 171114 MillionMarket posted Taewoon performing his song “Focus” for his audition in front of YG https://t.co/9pUaxNJQNO https://t.co/hx2Io54NPI
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,the visuals! #지한솔 #한솔 #더유닛 #JiHansol #TheUnit https://t.co/EmwsoWwfMD
positive,#Sejeong will be on #RunningMan . 😄Jihyo is wearing the same dress that Sedong wore for #Chococo MV. Is Jihyo going to re-enact Sejeong's super saiyan scene? 🤪 #구구단 #gugudan #gu9udan #런닝맨 #김세정 #세정 #Act3_Chococo_Factory #초코코🍫 #KimSejeong #SongJiHyo #송지효 #지효 https://t.co/e1g2bAzYgc
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,Im watching mixnine and this guy already caught my attention. https://t.co/kWYkWDGKyn
positive,#KNK #크나큰 #희준 #HEEJUN #MIXNINE #MIX9 #믹스나인 Eng subs HEEJUN's PR movie I have no confidence to translate this time lol especially his charming points and aegyo part(almost everything lol)... but he said LIKE A PUPPY(cute way to call DOG) definitely https://t.co/hBBgYDJHex https://t.co/pYBzXvNB2s
negative,His friend (yg trainee) teased him about his short height 😂 When hyunsuk asked if he wanted to say something he answered "You will still growing before you enlist" 😂 Savage haha poor hyunsuk 😂 #kimjunkyu #leebyounggon #choihyunsuk #ygtrainee #mixnine #김준규 https://t.co/CphsqZRlQt
positive,GD was the last to arrive for Last Dance tour rehearsal. Seungri YB and Daesung had fun playing and filming that MIXNINE song while waiting~ https://t.co/OGkQhJfAHx https://t.co/qtEYZLqss2
neutral,MIXNINE Facebook official updates of BTS photos in 'One Day' Mission #MIXNINE #믹스나인 https://t.co/suWhFvGAzY
neutral,The slogan for Ji Hansol at Music Bank today from @Heart_Soul_1121 😆😆 cr: moon_rks #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/aYI5LuLlZe
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,red team keeps on pushing jisol to lead the dance to my turn and he ended up dancing alone they're cheering for him aw so cute 😂😍 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/JCgSoKu3hH
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,Im watching mixnine and this guy already caught my attention. https://t.co/kWYkWDGKyn
positive,Cosmic Girls' Yeonjung to sing 'Meloholic' for the 'Meloholic' OST https://t.co/hljeQFQ6vj https://t.co/9Waa1CUQwZ
positive,The KQ ent trainees (Block B’s potential little brother group) did an amazing audition they look like an already debuted group. #MIXNINE #MIX9 #믹스나인 #JTBC https://t.co/JO7ErAiLFa
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,Hyunjoo is the part of Unit G Orange. #APRIL #에이프릴 #현주 #HYUNJOO #THEUNIT #더유닛 https://t.co/X83H26sNgE
neutral,[PRESS PICS] 171117 Ji Hansol at KBS Music Bank #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/pP4ERMW7jm
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
positive,[IG] 171116 kkkhj__ (Go Hojung) instagram update with Ji Hansol "big eyes Sol-ah" https://t.co/LnUUoVTAnM #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/GwiE0Fwslc
positive,Cosmic Girls' Yeonjung to sing 'Meloholic' for the 'Meloholic' OST https://t.co/hljeQFQ6vj https://t.co/9Waa1CUQwZ
positive,The audition that has been completely edited out off MIXNINE just because https://t.co/6JrOdCnAMb
positive,[VOTE/#MIXNINE] Fandoms Unite! We've teamed up with @KNK_Fanbase to vote for #Dreamcatcher &amp; #KNK members on MIXNINE! Let's do this! ♥ #크나큰 #드림캐쳐 #믹스나인 #김민지 #김유현 #이시연 #이유빈 #박승준 #정인성 #오희준 #투표 #믹스나인 https://t.co/wzWuuDERt0
neutral,what’s everyone’s favourite bside from #REMAIN? 😙 (like for tonight) rt when done ✨ #크나큰 #KNK #믹스나인 #MIXNINE
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
negative,YG trainees group dance audition!!! song: Sweatpants - Childish Gambino #MIXNINE #YGtrainees #Byounggon #Junkyu #Hyunsuk #YG https://t.co/kKi2OaPteZ
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,Choi hyunsuk seems envious with KNK height 😂 Don't worry baby you will still growing 😊 #믹스나인 #MIXNINE #YGTRAINEE #최현석 #이병곤 #김준규 #LEEBYOUNGGON #KIMJUNKYU #CHOIHYUNSUK https://t.co/bkbM6i1fyi
neutral,Mixnine is so melodramatic for no reason lmao
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,#theunit #hyunjoo #April #더유닛 Live hyunjoo 💗 💓 https://t.co/vSyWfvCi1t
negative,THE UNIT - Behind the scenes at first mission traning camp. #TheUnit #더유닛 #이현주 #현주 #LeeHyunjoo #Hyunjoo #ヒョンジュ #李玹珠 https://t.co/UtIjIpZsxr
positive,Last week there were so many ppl attacking YG because he criticized Hyunjin saying she's stiff &amp; she dances like a muppet but JYP did the same today. He told Joonkyu (YG trainee) that he dances like a wax figure. The truth must be said. So they can improve. #MIXNINE https://t.co/uAlMOBdV92
positive,So far Suji has changed team for every mission on The Unit so far... 1st Mission (My Turn) - WHITE 2nd Mission (Shine) - ???? 3rd Mission (Red Flavor) - ORANGE 4th Mission (???) - RED #leesuji #이소저 #더요닛 #TheUnit #RGP #TheArk #suji #KBS
neutral,red team keeps on pushing jisol to lead the dance to my turn and he ended up dancing alone they're cheering for him aw so cute 😂😍 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/JCgSoKu3hH
positive,When donghyun wants to say "i'm your boyfriend" then he remembers that he's in a different group😂😂 #보이프렌드 #theunit #redteam #donghyun https://t.co/f4GBcNBcpd
neutral,red team keeps on pushing jisol to lead the dance to my turn and he ended up dancing alone they're cheering for him aw so cute 😂😍 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/JCgSoKu3hH
neutral,171117 The Unit male red team at Music Bank Source: https://t.co/9MwDyd4GJG #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/phrKdjSCk5
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,Filming spot picture #RunningMan ep.377 #SONGJIHYO https://t.co/MWZ99Pwvvq
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
positive,Baek jin has a lot of tattoo's the most visible are these three (finger) (arm) (inner arm) #MIXNINE #믹스나인 #JTBC #YGENTERTAINMENT #백진 https://t.co/AkGEGCMcFD
negative,MIN GYUN FROM NO MERCY WAS IN MIXNINE TOO? So nostalgic with these past participants of other shows
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,red team keeps on pushing jisol to lead the dance to my turn and he ended up dancing alone they're cheering for him aw so cute 😂😍 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/JCgSoKu3hH
positive,[VOTE/#MIXNINE] Fandoms Unite! We've teamed up with @KNK_Fanbase to vote for #Dreamcatcher &amp; #KNK members on MIXNINE! Let's do this! ♥ #크나큰 #드림캐쳐 #믹스나인 #김민지 #김유현 #이시연 #이유빈 #박승준 #정인성 #오희준 #투표 #믹스나인 https://t.co/wzWuuDERt0
neutral,❖ Get to know ❖ START ENT trainee Baek Jin — #MIXNINE #믹스나인 #JTBC #YGENTERTAINMENT #백진 https://t.co/FsOBS4zWq3
neutral,[CAPS] 171117 The Unit male red team at music bank #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/c0KM1JGicH
positive,#Sejeong will be on #RunningMan . 😄Jihyo is wearing the same dress that Sedong wore for #Chococo MV. Is Jihyo going to re-enact Sejeong's super saiyan scene? 🤪 #구구단 #gugudan #gu9udan #런닝맨 #김세정 #세정 #Act3_Chococo_Factory #초코코🍫 #KimSejeong #SongJiHyo #송지효 #지효 https://t.co/e1g2bAzYgc
neutral,Only YG stans would add footage of YG mocking small companies' appearance in a "MIXNINE funny moments" video. https://t.co/HJHrsD2l9f
neutral,[PRESS PICS] 171117 Ji Hansol at KBS Music Bank #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/pP4ERMW7jm
neutral,[PIC] Running Man Ep. 377 Preview (5) Guests: #gugudan Kim Sejeong Actress Ko SungHee Comedian Kim Jimin Actress Im Semi Theme: Return of the Heiress Race #RUNNINGMAN https://t.co/Qad6giljaV
neutral,[PIC] Running Man Ep. 377 Preview (6) Guests: #gugudan Kim Sejeong Actress Ko SungHee Comedian Kim Jimin Actress Im Semi Theme: Return of the Heiress Race #RUNNINGMAN https://t.co/TuD1buaM2S
neutral,red team keeps on pushing jisol to lead the dance to my turn and he ended up dancing alone they're cheering for him aw so cute 😂😍 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/JCgSoKu3hH
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,I'm so relief now. Donghyun is back from a hospital. Hwaiting Donghyun #보이프렌드 #동현 #더유닛 #TheUnit https://t.co/g1KXOquyoR
neutral,[PIC] Running Man Ep. 377 Preview Guests: #gugudan Kim Sejeong Actress Ko SungHee Comedian Kim Jimin Actress Im Semi Theme: Return of the Heiress Race #RUNNINGMAN https://t.co/qE0xJht04Z
positive,Hansol received a hot pack from a fan ❤ cr. Chiki_ck #지한솔 #더유닛 #한솔 #TheUnit #JiHansol https://t.co/fdyMbG0M16
negative,#KNK #크나큰 #승준 #SEUNGJUN #MIXNINE #MIX9 Eng subs SEUNGJUN's PR movie sounds are too small... https://t.co/JVCT5pWCgH https://t.co/P2R1QUZ2rk
neutral,[VOTE] #MIXNINE Voting Collaboration! #Tinkerbells! Let's vote for #KNK and #Dreamcatcher's Members on Mixnine's Voting! Let's support each other~!💕 #크나큰 #드림캐쳐 #믹스나인 #김민지 #김유현 #이시연 #이유빈 #박승준 #정인성 #오희준 #투표 https://t.co/cCIBWXEqhO
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,171117 Music Bank Preview cr. The Autumn Boy ️#한솔 #지한솔 #더유닛 #Hansol #JiHansol #TheUnit https://t.co/TFPXmXWMna
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,[VOTE] #MIXNINE Voting Collaboration! #Tinkerbells! Let's vote for #KNK and #Dreamcatcher's Members on Mixnine's Voting! Let's support each other~!💕 #크나큰 #드림캐쳐 #믹스나인 #김민지 #김유현 #이시연 #이유빈 #박승준 #정인성 #오희준 #투표 https://t.co/cCIBWXEqhO
negative,171015&lt;youR presenT&gt;in Macau &lt;Something&gt; Yunho focus #ユンホ #Yunho YUNHO from 東方神起 Burning Down #유노윤호 #ユノ #東方神起 #drop #meloholic https://t.co/42E0HtEXmB
neutral,[PRESS PICS] 171117 Ji Hansol at KBS Music Bank #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/pP4ERMW7jm
neutral,[OFFICIAL] Red team My Turn practice video cr: TheUNIT_KBS2017 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/hUeVsX0S9h
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
positive,[OFFICIAL #MIXNINE PICS] KNK's Heejun &amp; Hiro (Major9) https://t.co/XRe92osLZf
neutral,[PIC] 171116 Imfact Official Instagram Update with Hyukjin #더유닛 #TheUnit #UnitB #백퍼센트 #100PERCENT #혁진 https://t.co/SfTwr4Q2Rs
neutral,Part 2 https://t.co/7GTTG8DQC9 #sungwoon #wannaone #wannaonego #zerobase
neutral,[📽] watch #MAS in the 'My Turn' Practice video ! #TheUnit #Dongmyeong #Kanghyun #Yonghoon #Cya #Harin https://t.co/7OfYycUNe7
negative,@TheUNIT_KBS2017 Baby Woong fighting ^^
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,[PIC] Running Man Ep. 377 Preview (2) Guests: #gugudan Kim Sejeong Actress Ko SungHee Comedian Kim Jimin Actress Im Semi Theme: Return of the Heiress Race #RUNNINGMAN https://t.co/CQI568QFW2
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
positive,[OFFICIAL #MIXNINE PICS] Romeo's Yunsung &amp; Kyle https://t.co/tfnxOWRzNn
neutral,[PIC] Running Man Ep. 377 Preview (5) Guests: #gugudan Kim Sejeong Actress Ko SungHee Comedian Kim Jimin Actress Im Semi Theme: Return of the Heiress Race #RUNNINGMAN https://t.co/Qad6giljaV
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,From a police officer in #WhileYouWereSleeping to a prisoner in #WisePrisonLife. ♥️ Excited on your new character. 😊 #JungHaeIn https://t.co/nnXtcO03tj
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
positive,After becoming a police officer will appear a handsome prisoner #JungHaeIn #WhileYouWereSleeping #WisePrisonLife https://t.co/UvRkwkS8g9
neutral,Why did she have to be so blunt? 😅 Watch #RevolutionaryLove for free-&gt;https://t.co/ITUkPPJ2wr #Siwon #KangSoRa https://t.co/BZg44LJQeT
positive,I can't help it if the fictional K-drama world is much better than the real world! 😅 Watch #RevolutionaryLove-&gt;https://t.co/ITUkPPJ2wr (credit @livinginloganland) https://t.co/eIpeCOdKtc
neutral,Why hello there #Siwon! 👀 Watch #RevolutionaryLove for free-&gt; https://t.co/ITUkPPJ2wr https://t.co/FXsaGboxYN
